controller_type,rise_time,settling_time,overshoot,peak,peak_time
Underdamped,0.337854555312463,1.74790751202349,16.8479228308411,1.16847922830841,0.851956484407703
Critically Damped,0.437278234327855,2.50725897444692,8.43151916818503,1.08431519168185,1.13
